gender;age;person;became_member_on;income;total_amount;total_rewarded;transactions_num;offers_received;offers_viewed;offers_completed;bogo_received;bogo_viewed;bogo_completed;discount_received;discount_viewed;discount_completed;informational_received;informational_viewed;total_bogo;total_discount;avg_order_size;avg_reward_size;avg_bogo_size;avg_discount_size;offers_rr;offers_cvr;bogo_rr;bogo_cvr;discount_rr;discount_cvr;informational_rr
M;27.0;363c28b57ad34b468e3a687fd904b6c1;2017;74000.0;47.000000000000014;5.0;14;4.0;2.0;1.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;5.0;0.0;3.36;5.0;5.0;0.0;50.0;50.0;100.0;50.0;0.0;0.0;0.0
;;2c51298e7b644623a3760b4bb5a92bde;2018;;33.51999999999999;3.0;13;4.0;4.0;1.0;2.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;3.0;2.58;3.0;0.0;3.0;100.0;25.0;100.0;0.0;100.0;50.0;0.0
M;27.0;0c88140597254428ba857b1e6782bce1;2013;50000.0;20.319999999999997;3.0;10;4.0;4.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;2.0;2.0;0.0;3.0;2.03;3.0;0.0;3.0;100.0;25.0;0.0;0.0;100.0;50.0;100.0
;;ed851c7728e34d21854a3ece16c3417a;2017;;1.51;0.0;1;4.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.51;0.0;0.0;0.0;25.0;0.0;0.0;0.0;33.33;0.0;0.0
;;ebae5093b436466c9fbd097cb7434023;2017;;15.21;2.0;2;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;7.6;2.0;0.0;2.0;100.0;100.0;0.0;0.0;100.0;100.0;0.0
M;25.0;e8f25bd0c79b4fbf8f021e1184332b89;2013;74000.0;84.98;11.0;26;5.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;0.0;5.0;6.0;3.27;3.67;5.0;3.0;80.0;75.0;100.0;50.0;100.0;100.0;0.0
F;56.0;c6bab8832fd043e5b81dc5f0b587ec6d;2016;84000.0;124.91999999999999;20.0;6;4.0;4.0;3.0;4.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;20.82;6.67;6.67;0.0;100.0;75.0;100.0;75.0;0.0;0.0;0.0
F;61.0;fbb3c6ad80b04d3a94c666a2f08f2a2e;2017;96000.0;167.45;15.0;7;5.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;0.0;0.0;0.0;15.0;0.0;23.92;5.0;5.0;0.0;100.0;60.0;100.0;100.0;100.0;0.0;0.0
F;57.0;855a636c057e4a32aa50b7d39f24d769;2015;87000.0;272.23;12.0;10;6.0;5.0;3.0;2.0;2.0;2.0;4.0;3.0;1.0;0.0;0.0;10.0;2.0;27.22;4.0;5.0;2.0;83.33;60.0;100.0;100.0;75.0;33.33;0.0
F;66.0;83313f9487fe41ca990d393127406161;2016;108000.0;945.09;5.0;8;5.0;3.0;1.0;2.0;2.0;1.0;2.0;0.0;0.0;1.0;1.0;5.0;0.0;118.14;5.0;5.0;0.0;60.0;33.33;100.0;50.0;0.0;0.0;100.0
;;6c8127555baa4332a22044807c26aa04;2018;;0.8200000000000001;0.0;1;5.0;5.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.82;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;70.0;bc483f23aadb4a4e857d865527b7599b;2016;51000.0;107.29;2.0;10;6.0;6.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;3.0;3.0;0.0;2.0;10.73;2.0;0.0;2.0;100.0;16.67;100.0;0.0;100.0;50.0;100.0
F;65.0;11bfc66cfc5b421ab0e1a8cb8ef7fd5c;2018;36000.0;123.64000000000001;10.0;14;4.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;10.0;0.0;8.83;10.0;10.0;0.0;75.0;33.33;50.0;100.0;100.0;0.0;100.0
F;60.0;94aabcec49134cf797c18f719afa32d3;2016;54000.0;141.20999999999998;20.0;9;6.0;5.0;4.0;3.0;2.0;2.0;3.0;3.0;2.0;0.0;0.0;15.0;5.0;15.69;5.0;7.5;2.5;83.33;80.0;66.67;100.0;100.0;66.67;0.0
F;64.0;2a3b1de405ea43fc8823bfd1d954db95;2016;115000.0;97.46;3.0;5;4.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;1.0;0.0;3.0;19.49;3.0;0.0;3.0;50.0;50.0;0.0;0.0;50.0;100.0;50.0
M;53.0;fccd11b940f64f2ea0408127a2d19f9a;2017;55000.0;13.39;0.0;3;5.0;1.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.46;0.0;0.0;0.0;20.0;0.0;50.0;0.0;0.0;0.0;0.0
M;27.0;9045d97579294e3287696d71cad9c68d;2016;34000.0;50.989999999999995;7.0;18;4.0;4.0;3.0;0.0;0.0;0.0;3.0;3.0;3.0;1.0;1.0;0.0;7.0;2.83;2.33;0.0;2.33;100.0;75.0;0.0;0.0;100.0;100.0;100.0
F;62.0;3aed39e33d8d432f9286ebea81b38639;2016;77000.0;19.62;0.0;1;4.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;19.62;0.0;0.0;0.0;50.0;0.0;100.0;0.0;0.0;0.0;100.0
;;d531d1b3ea68440889634a0239c20878;2018;;3.7699999999999996;0.0;2;5.0;5.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;1.88;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;20.0;6fb9bdf5ad7e43eea5133d3621cd1f4d;2015;33000.0;124.91000000000001;8.0;18;5.0;4.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;3.0;6.94;4.0;5.0;3.0;80.0;50.0;66.67;50.0;100.0;100.0;100.0
F;82.0;df3601437bdb4cbdb5dd4722737d3a67;2018;53000.0;14.08;0.0;5;4.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;2.0;0.0;0.0;2.82;0.0;0.0;0.0;75.0;0.0;0.0;0.0;100.0;0.0;66.67
M;59.0;37952de9ff3e4da7b332185597217e93;2017;38000.0;3.2199999999999998;0.0;2;4.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;1.61;0.0;0.0;0.0;25.0;0.0;0.0;0.0;50.0;0.0;0.0
;;2d3b0e95fc3c4b31b07be43ddf7597cf;2016;;16.62;0.0;7;5.0;4.0;0.0;1.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;2.37;0.0;0.0;0.0;80.0;0.0;100.0;0.0;75.0;0.0;0.0
;;2347c2ad74fb40b1a9652cd9d1ca04ba;2016;;19.490000000000002;5.0;8;6.0;5.0;1.0;4.0;4.0;1.0;2.0;1.0;0.0;0.0;0.0;5.0;0.0;2.44;5.0;5.0;0.0;83.33;20.0;100.0;25.0;50.0;0.0;0.0
F;32.0;72b5a6743ee84f01a40fd6f1a378c560;2017;68000.0;229.64;5.0;14;6.0;2.0;1.0;4.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;16.4;5.0;5.0;0.0;33.33;50.0;50.0;50.0;0.0;0.0;0.0
M;86.0;4b7c259051134278b2b28b9691c65286;2018;55000.0;6.68;0.0;3;5.0;3.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;2.23;0.0;0.0;0.0;60.0;0.0;50.0;0.0;100.0;0.0;50.0
F;90.0;5bbadf84eabe4fa3a7da35e3f44f8a2c;2017;101000.0;95.7;10.0;3;4.0;2.0;1.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;10.0;0.0;31.9;10.0;10.0;0.0;50.0;50.0;100.0;50.0;0.0;0.0;0.0
M;24.0;855dc7295b6745ce8a2791ac508193b5;2018;62000.0;7.05;0.0;1;4.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;7.05;0.0;0.0;0.0;25.0;0.0;0.0;0.0;33.33;0.0;0.0
;;5e8b47c6fcec4da0afbe79062da79e04;2014;;24.270000000000003;10.0;8;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;10.0;0.0;3.03;5.0;5.0;0.0;100.0;50.0;100.0;100.0;100.0;0.0;0.0
F;54.0;889d81fe350643e280f90c0faff01118;2016;63000.0;201.41999999999996;0.0;12;4.0;2.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;16.78;0.0;0.0;0.0;50.0;0.0;100.0;0.0;50.0;0.0;0.0
M;65.0;897514ffebfe49999ffdcead112a5b01;2017;48000.0;11.53;0.0;6;6.0;5.0;0.0;2.0;2.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;1.92;0.0;0.0;0.0;83.33;0.0;100.0;0.0;100.0;0.0;0.0
F;85.0;5bac5bde72194d3d886ef94552e3ee32;2016;97000.0;144.45000000000002;13.0;6;4.0;4.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;10.0;3.0;24.08;6.5;10.0;3.0;100.0;50.0;100.0;50.0;100.0;50.0;0.0
M;79.0;09218129551d4929a3beea8d3eafd787;2016;71000.0;124.64;13.0;6;4.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;3.0;20.77;6.5;10.0;3.0;75.0;66.67;50.0;100.0;100.0;100.0;100.0
F;55.0;e1469309339d48f299c1431d6de4eaa6;2018;83000.0;37.79;0.0;2;4.0;3.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;18.9;0.0;0.0;0.0;75.0;0.0;0.0;0.0;100.0;0.0;100.0
M;54.0;7dfe7355623a45988127c78ac7504bbc;2017;37000.0;167.95000000000002;2.0;18;6.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;4.0;2.0;0.0;2.0;9.33;2.0;0.0;2.0;50.0;33.33;0.0;0.0;100.0;100.0;50.0
;;405abb415d4b44379feec2185f49cee3;2013;;30.91;8.0;13;6.0;6.0;2.0;5.0;5.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;3.0;2.38;4.0;5.0;3.0;100.0;33.33;100.0;20.0;100.0;100.0;0.0
M;56.0;a1fe5841547c472c8d394ac9ac09cbde;2018;54000.0;18.83;0.0;7;6.0;4.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;3.0;2.0;0.0;0.0;2.69;0.0;0.0;0.0;66.67;0.0;100.0;0.0;50.0;0.0;66.67
;;5dca7efd64aa40e9aa8f8d1b3d9bd6a1;2017;;13.06;0.0;4;4.0;2.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.26;0.0;0.0;0.0;50.0;0.0;50.0;0.0;50.0;0.0;0.0
M;28.0;77c449768ead487b963f3c4171f2ad86;2017;46000.0;7.03;0.0;3;3.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;2.34;0.0;0.0;0.0;66.67;0.0;0.0;0.0;100.0;0.0;50.0
F;60.0;3b1a3f100da944c1aa0fc7b954e02648;2017;88000.0;167.77;3.0;7;5.0;3.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;3.0;23.97;3.0;0.0;3.0;60.0;33.33;50.0;0.0;100.0;100.0;50.0
M;20.0;40145bb3b5fa40308142041742753599;2018;74000.0;7.369999999999999;0.0;3;5.0;1.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;2.46;0.0;0.0;0.0;20.0;0.0;0.0;0.0;33.33;0.0;0.0
F;66.0;cd32159bb5374ffa887200148968c046;2017;49000.0;32.010000000000005;0.0;11;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.91;0.0;0.0;0.0;50.0;0.0;100.0;0.0;0.0;0.0;0.0
F;65.0;294cf687eb654e13a768e92644eaab9f;2017;63000.0;0.0;0.0;0;4.0;4.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
F;48.0;b1d9075028c64485847be5b8e0047ed2;2017;71000.0;43.05;12.0;7;5.0;5.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;0.0;0.0;10.0;2.0;6.15;6.0;10.0;2.0;100.0;40.0;100.0;50.0;100.0;33.33;0.0
M;43.0;2e5cbaf69f254079b136da55020cac9a;2017;46000.0;14.919999999999998;2.0;5;5.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;2.0;2.98;2.0;0.0;2.0;40.0;50.0;100.0;0.0;50.0;100.0;0.0
M;69.0;475c43062aa14e3680fb4affaf7225dc;2018;33000.0;3.63;0.0;2;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.82;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;33.33
M;75.0;1bd0ff7244cb49cc94a6cb99ed822432;2018;60000.0;7.15;0.0;3;5.0;4.0;0.0;1.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;2.38;0.0;0.0;0.0;80.0;0.0;100.0;0.0;75.0;0.0;0.0
M;59.0;d5c2ad0d116943fab03d7a1055f5c487;2017;68000.0;0.0;0.0;0;6.0;6.0;0.0;4.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;46.0;015fb0b3fbaa4aceb910fbdf272f7547;2018;35000.0;14.290000000000001;0.0;6;5.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.38;0.0;0.0;0.0;80.0;0.0;100.0;0.0;0.0;0.0;0.0
;;a8d49189b41b45e3a54954e01d911110;2016;;16.73;2.0;7;5.0;2.0;1.0;0.0;0.0;0.0;4.0;2.0;1.0;1.0;0.0;0.0;2.0;2.39;2.0;0.0;2.0;40.0;50.0;0.0;0.0;50.0;50.0;0.0
M;33.0;1c780ef3de0d4397ae1d854771813a66;2014;49000.0;62.78;5.0;17;6.0;4.0;2.0;2.0;1.0;0.0;3.0;2.0;2.0;1.0;1.0;0.0;5.0;3.69;2.5;0.0;2.5;66.67;50.0;50.0;0.0;66.67;100.0;100.0
F;59.0;253928e13e194249af6f2ff4003498cb;2017;77000.0;229.57;13.0;10;6.0;5.0;4.0;1.0;0.0;0.0;5.0;5.0;4.0;0.0;0.0;0.0;13.0;22.96;3.25;0.0;3.25;83.33;80.0;0.0;0.0;100.0;80.0;0.0
M;73.0;e7fd200255cf48e1a75c4316da554941;2018;105000.0;149.32999999999998;3.0;5;4.0;1.0;1.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;3.0;29.87;3.0;0.0;3.0;25.0;100.0;0.0;0.0;33.33;100.0;0.0
M;26.0;d4ec2de5571548a39e5874296ecddb4e;2015;37000.0;123.51;15.0;14;5.0;5.0;3.0;4.0;4.0;3.0;0.0;0.0;0.0;1.0;1.0;15.0;0.0;8.82;5.0;5.0;0.0;100.0;60.0;100.0;75.0;0.0;0.0;100.0
;;15034cd1fcd9449d8661d510bf4bbdf7;2015;;18.34;0.0;7;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F;68.0;e37c22feaa954a83b0d8ecc2be1f639a;2017;78000.0;71.57000000000001;2.0;4;6.0;2.0;1.0;2.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;2.0;17.89;2.0;0.0;2.0;33.33;50.0;50.0;0.0;25.0;100.0;0.0
M;71.0;42de30f65a554db2b2928ab318de7390;2017;38000.0;18.169999999999998;0.0;7;3.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6;0.0;0.0;0.0;33.33;0.0;100.0;0.0;0.0;0.0;0.0
F;53.0;8ed5af89308d4dae98b33701331926ad;2016;75000.0;118.66000000000001;5.0;6;4.0;2.0;2.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;5.0;19.78;2.5;0.0;2.5;50.0;100.0;0.0;0.0;100.0;100.0;0.0
M;86.0;1943d34100274155a01626b5940fbf38;2017;78000.0;129.60999999999999;10.0;5;5.0;4.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0;5.0;5.0;25.92;3.33;5.0;2.5;80.0;75.0;66.67;50.0;100.0;100.0;0.0
M;39.0;c43b818111c64801ab07d0e3b9a01158;2016;74000.0;255.55999999999995;5.0;13;4.0;3.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;5.0;0.0;19.66;5.0;5.0;0.0;75.0;33.33;100.0;50.0;0.0;0.0;100.0
F;55.0;c12ae136c4ad4390b3cbc2afc2eee413;2018;39000.0;16.96;0.0;6;6.0;4.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;2.83;0.0;0.0;0.0;66.67;0.0;100.0;0.0;50.0;0.0;50.0
F;54.0;916cba965ea448ad960951003103aff8;2015;79000.0;176.82000000000002;7.0;8;4.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;5.0;2.0;22.1;3.5;5.0;2.0;75.0;66.67;100.0;100.0;100.0;50.0;0.0
F;34.0;fedb5f5377d04da98b101218c60b15bf;2015;52000.0;74.73;7.0;20;5.0;3.0;2.0;4.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;2.0;3.74;3.5;5.0;2.0;60.0;66.67;50.0;50.0;100.0;100.0;0.0
M;54.0;004c5799adbf42868b9cff0396190900;2016;99000.0;347.37999999999994;12.0;12;5.0;4.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;10.0;2.0;28.95;4.0;5.0;2.0;80.0;75.0;66.67;100.0;100.0;50.0;0.0
M;63.0;25e01569a79f4bf080b447a94cc92e31;2017;32000.0;14.219999999999999;0.0;7;6.0;3.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;2.0;1.0;0.0;0.0;2.03;0.0;0.0;0.0;50.0;0.0;0.0;0.0;50.0;0.0;50.0
F;74.0;375b452ee0b64a4fbac92e61670f961d;2016;67000.0;173.51999999999998;15.0;10;6.0;6.0;4.0;2.0;2.0;1.0;3.0;3.0;3.0;1.0;1.0;5.0;10.0;17.35;3.75;5.0;3.33;100.0;66.67;100.0;50.0;100.0;100.0;100.0
M;68.0;5542548657844f19994f31c720c418e9;2015;74000.0;224.16;10.0;12;5.0;4.0;1.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;0.0;18.68;10.0;10.0;0.0;80.0;25.0;75.0;33.33;100.0;0.0;0.0
M;69.0;4f74f4ade74b43bdb17c98a941c6b502;2018;30000.0;148.92000000000002;2.0;19;3.0;3.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;7.84;2.0;0.0;2.0;100.0;33.33;100.0;0.0;100.0;50.0;0.0
;;95da17c7b7f04e3e997427fb451830eb;2017;;3.63;0.0;3;6.0;4.0;0.0;4.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.21;0.0;0.0;0.0;66.67;0.0;100.0;0.0;0.0;0.0;0.0
F;50.0;559943eeb754463e844624a47d469253;2017;81000.0;63.47;5.0;3;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;21.16;5.0;5.0;0.0;50.0;100.0;100.0;100.0;0.0;0.0;0.0
F;78.0;70425153d8ec410d823ee209aa49700b;2017;31000.0;85.27;13.0;10;5.0;5.0;2.0;3.0;3.0;1.0;2.0;2.0;1.0;0.0;0.0;10.0;3.0;8.53;6.5;10.0;3.0;100.0;40.0;100.0;33.33;100.0;50.0;0.0
M;40.0;8997d5d133d54e91b320923db642dc42;2018;74000.0;52.39;0.0;13;5.0;3.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4.03;0.0;0.0;0.0;60.0;0.0;66.67;0.0;100.0;0.0;0.0
M;24.0;4a340d20e0054ce38458860c6c5e5197;2017;48000.0;13.09;0.0;4;4.0;3.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.27;0.0;0.0;0.0;75.0;0.0;100.0;0.0;0.0;0.0;100.0
M;54.0;e0b28061c5aa43b8a78b97e63485a736;2017;89000.0;125.76;7.0;5;4.0;4.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;2.0;25.15;3.5;5.0;2.0;100.0;50.0;100.0;33.33;100.0;100.0;0.0
F;46.0;41f309195094400fa971fe39673b35c7;2018;65000.0;150.17;27.0;8;6.0;6.0;4.0;4.0;4.0;3.0;2.0;2.0;1.0;0.0;0.0;25.0;2.0;18.77;6.75;8.33;2.0;100.0;66.67;100.0;75.0;100.0;50.0;0.0
F;71.0;5a90d3a4a21b4262b75ad9533bdf162b;2016;108000.0;190.84000000000003;17.0;7;5.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;15.0;2.0;27.26;5.67;7.5;2.0;80.0;75.0;100.0;100.0;50.0;100.0;100.0
M;50.0;26451d397a1b44889c7adcc3a50268df;2017;59000.0;22.99;0.0;10;2.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;0.0
F;48.0;265189106dc54eb9863e31f174e66d64;2017;32000.0;6.85;0.0;4;6.0;3.0;0.0;2.0;0.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;1.71;0.0;0.0;0.0;50.0;0.0;0.0;0.0;66.67;0.0;100.0
F;58.0;49c3b42ff4c84f589edafa6e7b6ce3d2;2016;105000.0;143.85999999999999;15.0;6;4.0;2.0;2.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;15.0;0.0;23.98;7.5;7.5;0.0;50.0;100.0;66.67;100.0;0.0;0.0;0.0
M;34.0;c736395b0ae041eb8797f4abd11f6144;2014;50000.0;49.67;3.0;12;3.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;3.0;4.14;3.0;0.0;3.0;66.67;50.0;0.0;0.0;50.0;100.0;100.0
M;50.0;5ce485cd9a894815aeee59210dd61b5c;2015;55000.0;109.69000000000001;0.0;8;4.0;4.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;13.71;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;100.0
M;27.0;019cc78d8fed432ca6df71c132c72a99;2018;39000.0;16.48;0.0;7;5.0;2.0;0.0;2.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.35;0.0;0.0;0.0;40.0;0.0;50.0;0.0;33.33;0.0;0.0
M;41.0;38feae8a6b564476977e348198ed57b5;2017;63000.0;750.2800000000001;3.0;15;3.0;3.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;3.0;50.02;3.0;0.0;3.0;100.0;33.33;0.0;0.0;100.0;50.0;100.0
F;62.0;30bed78a8a3e4a5ca596a84c0e7da8a1;2017;73000.0;209.04000000000002;9.0;10;4.0;4.0;3.0;1.0;1.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;9.0;20.9;3.0;0.0;3.0;100.0;75.0;100.0;0.0;100.0;100.0;0.0
;;cd15d81298054b478592e89a093bba18;2015;;25.52;2.0;9;6.0;4.0;1.0;2.0;2.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;2.0;2.84;2.0;0.0;2.0;66.67;25.0;100.0;0.0;66.67;50.0;0.0
F;65.0;770bcac8d5d343f28dcb598905b08a06;2016;50000.0;122.74;7.0;10;4.0;4.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;2.0;12.27;3.5;5.0;2.0;100.0;50.0;100.0;50.0;100.0;100.0;100.0
F;89.0;d724ee8209cb45019d5ca5374d00eb80;2017;104000.0;183.64;5.0;6;5.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;30.61;5.0;5.0;0.0;40.0;50.0;100.0;50.0;0.0;0.0;0.0
F;78.0;6b98cb99c8b848f09dc7dc717b1f82ed;2017;110000.0;271.65000000000003;2.0;11;3.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;2.0;24.7;2.0;0.0;2.0;33.33;100.0;0.0;0.0;33.33;100.0;0.0
F;40.0;76172675d243465ab55abbfb2785092d;2018;78000.0;0.0;0.0;0;6.0;5.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;83.33;0.0;100.0;0.0;0.0;0.0;100.0
M;66.0;3c4fd3642bbb47b285cec7816104649c;2017;33000.0;11.219999999999999;0.0;5;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
M;29.0;ac18d9e07ed24f9ebd269082390bedb5;2018;73000.0;18.67;7.0;5;4.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;5.0;2.0;3.73;3.5;5.0;2.0;75.0;66.67;100.0;100.0;100.0;100.0;50.0
M;53.0;e58e45b6f6f14dde8b715aa26570dee3;2017;51000.0;65.2;0.0;16;5.0;4.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;4.08;0.0;0.0;0.0;80.0;0.0;100.0;0.0;50.0;0.0;100.0
M;23.0;9295a791bb4949969b3e3f837c36a753;2017;41000.0;15.269999999999998;0.0;7;5.0;5.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;2.18;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;71.0;50fba1b9344343fda7a24d9ff40a7dc5;2016;38000.0;108.21;13.0;11;4.0;3.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;0.0;0.0;10.0;3.0;9.84;6.5;10.0;3.0;75.0;66.67;100.0;100.0;66.67;50.0;0.0
F;81.0;77b27d5f09db42cf9c844ab58d132e85;2018;89000.0;133.4;3.0;7;5.0;5.0;1.0;2.0;2.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0;3.0;19.06;3.0;0.0;3.0;100.0;20.0;100.0;0.0;100.0;33.33;0.0
M;45.0;ff39b67d25cf48dd8fae9c8766f5eeed;2018;44000.0;13.3;0.0;4;4.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.32;0.0;0.0;0.0;25.0;0.0;50.0;0.0;0.0;0.0;0.0
;;2da84ad1e6894d9197b376a9dafed1db;2016;;27.14;3.0;10;4.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;3.0;2.71;3.0;0.0;3.0;75.0;33.33;100.0;0.0;50.0;100.0;100.0
